name	chrom	strand	TSS	geneId	geneName
ENSMUST00000069609.11	chr1	-	165934900	ENSMUSG00000026565.18	Pou2f1
ENSMUST00000176942.7	chr1	-	165935011	ENSMUSG00000026565.18	Pou2f1
ENSMUST00000082225.12	chr1	-	165934939	ENSMUSG00000026565.18	Pou2f1
ENSMUST00000194057.5	chr1	-	166238747	ENSMUSG00000040629.8	Mael
ENSMUST00000038782.3	chr1	-	166238744	ENSMUSG00000040629.8	Mael
ENSMUST00000015987.9	chr1	+	167598383	ENSMUSG00000015843.10	Rxrg
ENSMUST00000111386.7	chr1	+	167598459	ENSMUSG00000015843.10	Rxrg
ENSMUST00000111384.7	chr1	+	167598479	ENSMUSG00000015843.10	Rxrg
ENSMUST00000111380.1	chr1	+	167618308	ENSMUSG00000015843.10	Rxrg
ENSMUST00000097471.3	chr1	-	168164662	ENSMUSG00000052534.15	Pbx1
ENSMUST00000182787.1	chr1	-	170794371	ENSMUSG00000026663.6	Atf6
ENSMUST00000005820.10	chr1	+	171213969	ENSMUSG00000005677.14	Nr1i3
ENSMUST00000075469.11	chr1	+	171213970	ENSMUSG00000005677.14	Nr1i3
ENSMUST00000155126.7	chr1	+	171213985	ENSMUSG00000005677.14	Nr1i3
ENSMUST00000137298.7	chr1	+	171213993	ENSMUSG00000005677.14	Nr1i3
ENSMUST00000133075.7	chr1	+	171214001	ENSMUSG00000005677.14	Nr1i3
ENSMUST00000111328.7	chr1	+	171214020	ENSMUSG00000005677.14	Nr1i3
ENSMUST00000152865.7	chr1	+	171214020	ENSMUSG00000005677.14	Nr1i3
ENSMUST00000149404.1	chr1	+	171214348	ENSMUSG00000005677.14	Nr1i3
ENSMUST00000159207.7	chr1	+	171411312	ENSMUSG00000026641.13	Usf1
ENSMUST00000001284.12	chr1	+	171411312	ENSMUSG00000026641.13	Usf1
ENSMUST00000161241.7	chr1	+	171411312	ENSMUSG00000026641.13	Usf1
ENSMUST00000161297.7	chr1	+	171411325	ENSMUSG00000026641.13	Usf1
ENSMUST00000160335.7	chr1	+	171411333	ENSMUSG00000026641.13	Usf1
ENSMUST00000159466.1	chr1	+	171411373	ENSMUSG00000026641.13	Usf1
ENSMUST00000160486.7	chr1	+	171411383	ENSMUSG00000026641.13	Usf1
ENSMUST00000167546.1	chr1	+	171411680	ENSMUSG00000026641.13	Usf1
ENSMUST00000159929.1	chr1	+	171417329	ENSMUSG00000026641.13	Usf1
ENSMUST00000159371.1	chr1	+	171417459	ENSMUSG00000026641.13	Usf1
ENSMUST00000059794.3	chr1	-	172057573	ENSMUSG00000051251.3	Nhlh1
ENSMUST00000195002.1	chr1	+	177442350	ENSMUSG00000063659.11	Zbtb18
ENSMUST00000195549.5	chr1	+	177442465	ENSMUSG00000063659.11	Zbtb18
ENSMUST00000194319.1	chr1	+	177442543	ENSMUSG00000063659.11	Zbtb18
ENSMUST00000192699.1	chr1	+	177443215	ENSMUSG00000063659.11	Zbtb18
ENSMUST00000094276.4	chr1	+	177444294	ENSMUSG00000063659.11	Zbtb18
ENSMUST00000192851.1	chr1	+	177444648	ENSMUSG00000063659.11	Zbtb18
ENSMUST00000193480.1	chr1	+	177444652	ENSMUSG00000063659.11	Zbtb18
ENSMUST00000195388.1	chr1	+	177444660	ENSMUSG00000063659.11	Zbtb18
ENSMUST00000193440.1	chr1	+	177444736	ENSMUSG00000063659.11	Zbtb18
ENSMUST00000195612.1	chr1	+	177444937	ENSMUSG00000063659.11	Zbtb18
ENSMUST00000194269.1	chr1	+	177445630	ENSMUSG00000063659.11	Zbtb18
ENSMUST00000077225.7	chr1	+	177445820	ENSMUSG00000063659.11	Zbtb18
ENSMUST00000027768.13	chr1	-	179803680	ENSMUSG00000026491.13	Ahctf1
ENSMUST00000140489.1	chr1	-	179752409	ENSMUSG00000026491.13	Ahctf1
ENSMUST00000151734.1	chr1	-	179753580	ENSMUSG00000026491.13	Ahctf1
ENSMUST00000125816.1	chr1	-	179757989	ENSMUSG00000026491.13	Ahctf1
ENSMUST00000127250.1	chr1	-	179765907	ENSMUSG00000026491.13	Ahctf1
ENSMUST00000145968.2	chr1	-	179770918	ENSMUSG00000026491.13	Ahctf1
ENSMUST00000192645.1	chr1	-	179796145	ENSMUSG00000026491.13	Ahctf1
ENSMUST00000194536.1	chr1	-	179802072	ENSMUSG00000026491.13	Ahctf1
ENSMUST00000147137.1	chr1	-	179803606	ENSMUSG00000026491.13	Ahctf1
ENSMUST00000027778.7	chr1	-	180697034	ENSMUSG00000026497.7	Mixl1
ENSMUST00000048572.6	chr1	-	184732619	ENSMUSG00000039377.7	Hlx
ENSMUST00000174257.2	chr1	-	184731598	ENSMUSG00000039377.7	Hlx
ENSMUST00000175916.7	chr1	-	190170714	ENSMUSG00000010175.13	Prox1
ENSMUST00000010319.13	chr1	-	190169399	ENSMUSG00000010175.13	Prox1
ENSMUST00000177288.3	chr1	-	190170680	ENSMUSG00000010175.13	Prox1
ENSMUST00000027941.13	chr1	-	191183340	ENSMUSG00000026628.13	Atf3
ENSMUST00000195117.1	chr1	-	191218039	ENSMUSG00000026628.13	Atf3
ENSMUST00000131854.1	chr1	-	191183108	ENSMUSG00000026628.13	Atf3
ENSMUST00000110849.9	chr1	-	192138010	ENSMUSG00000037395.15	Rcor3
ENSMUST00000073279.12	chr1	-	192138040	ENSMUSG00000037395.15	Rcor3
ENSMUST00000192158.5	chr1	-	192138031	ENSMUSG00000037395.15	Rcor3
ENSMUST00000192222.5	chr1	-	192116346	ENSMUSG00000037395.15	Rcor3
ENSMUST00000192866.5	chr1	-	192138062	ENSMUSG00000037395.15	Rcor3
ENSMUST00000194750.5	chr1	-	192124285	ENSMUSG00000037395.15	Rcor3
ENSMUST00000192491.5	chr1	-	192138026	ENSMUSG00000037395.15	Rcor3
ENSMUST00000192128.5	chr1	-	192137927	ENSMUSG00000037395.15	Rcor3
ENSMUST00000193664.1	chr1	-	192108851	ENSMUSG00000037395.15	Rcor3
ENSMUST00000194362.1	chr1	-	192131257	ENSMUSG00000037395.15	Rcor3
ENSMUST00000193144.1	chr1	-	192137660	ENSMUSG00000037395.15	Rcor3
ENSMUST00000194493.1	chr1	-	192138035	ENSMUSG00000037395.15	Rcor3
ENSMUST00000194395.5	chr1	-	192138010	ENSMUSG00000037395.15	Rcor3
ENSMUST00000193322.1	chr1	-	192138024	ENSMUSG00000037395.15	Rcor3
ENSMUST00000076521.6	chr1	+	193153110	ENSMUSG00000026638.15	Irf6
ENSMUST00000138826.7	chr1	+	193153153	ENSMUSG00000026638.15	Irf6
ENSMUST00000140066.2	chr1	+	193156668	ENSMUSG00000026638.15	Irf6
ENSMUST00000193772.1	chr1	+	193168502	ENSMUSG00000026638.15	Irf6
ENSMUST00000112877.7	chr2	-	38927688	ENSMUSG00000063972.13	Nr6a1
ENSMUST00000076275.10	chr2	-	38926217	ENSMUSG00000063972.13	Nr6a1
ENSMUST00000142130.1	chr2	-	38926275	ENSMUSG00000063972.13	Nr6a1
ENSMUST00000176438.8	chr2	-	45117395	ENSMUSG00000026872.18	Zeb2
ENSMUST00000176732.7	chr2	-	45112985	ENSMUSG00000026872.18	Zeb2
ENSMUST00000028229.12	chr2	-	45110515	ENSMUSG00000026872.18	Zeb2
ENSMUST00000068415.10	chr2	-	45113279	ENSMUSG00000026872.18	Zeb2
ENSMUST00000200844.3	chr2	-	45113002	ENSMUSG00000026872.18	Zeb2
ENSMUST00000177302.7	chr2	-	45110288	ENSMUSG00000026872.18	Zeb2
ENSMUST00000076836.12	chr2	-	45112890	ENSMUSG00000026872.18	Zeb2
ENSMUST00000201804.3	chr2	-	45110452	ENSMUSG00000026872.18	Zeb2
ENSMUST00000201623.3	chr2	-	45111174	ENSMUSG00000026872.18	Zeb2
ENSMUST00000201211.3	chr2	-	45110244	ENSMUSG00000026872.18	Zeb2
ENSMUST00000201969.3	chr2	-	45111156	ENSMUSG00000026872.18	Zeb2
ENSMUST00000131635.7	chr2	-	45111076	ENSMUSG00000026872.18	Zeb2
ENSMUST00000202935.3	chr2	-	45113268	ENSMUSG00000026872.18	Zeb2
ENSMUST00000202371.3	chr2	-	45113089	ENSMUSG00000026872.18	Zeb2
ENSMUST00000145529.4	chr2	-	45113245	ENSMUSG00000026872.18	Zeb2
ENSMUST00000202187.3	chr2	-	45110627	ENSMUSG00000026872.18	Zeb2
ENSMUST00000127520.7	chr2	-	45113284	ENSMUSG00000026872.18	Zeb2
ENSMUST00000201490.1	chr2	-	45110754	ENSMUSG00000026872.18	Zeb2
ENSMUST00000109159.2	chr2	+	169633012	ENSMUSG00000047907.11	Tshz2
ENSMUST00000109157.1	chr2	+	169633675	ENSMUSG00000047907.11	Tshz2
ENSMUST00000029106.12	chr2	-	181459426	ENSMUSG00000027583.13	Zbtb46
ENSMUST00000180222.7	chr2	-	181424388	ENSMUSG00000027583.13	Zbtb46
ENSMUST00000028076.14	chr2	+	18055236	ENSMUSG00000026743.16	Mllt10
ENSMUST00000150422.7	chr2	+	18064393	ENSMUSG00000026743.16	Mllt10
ENSMUST00000114671.7	chr2	+	18064635	ENSMUSG00000026743.16	Mllt10
ENSMUST00000154041.7	chr2	+	18064683	ENSMUSG00000026743.16	Mllt10
ENSMUST00000114680.8	chr2	+	18064686	ENSMUSG00000026743.16	Mllt10
ENSMUST00000133649.7	chr2	+	18064804	ENSMUSG00000026743.16	Mllt10
ENSMUST00000153279.1	chr2	+	18064833	ENSMUSG00000026743.16	Mllt10
ENSMUST00000148401.7	chr2	-	18219557	ENSMUSG00000026740.12	Dnajc1
ENSMUST00000091418.11	chr2	-	18392811	ENSMUSG00000026740.12	Dnajc1
ENSMUST00000166495.7	chr2	-	18392830	ENSMUSG00000026740.12	Dnajc1
ENSMUST00000163130.7	chr2	-	18392420	ENSMUSG00000026740.12	Dnajc1
ENSMUST00000028072.12	chr2	-	18392642	ENSMUSG00000026740.12	Dnajc1
ENSMUST00000168723.1	chr2	-	18392421	ENSMUSG00000026740.12	Dnajc1
ENSMUST00000153055.2	chr2	-	18392824	ENSMUSG00000026740.12	Dnajc1
ENSMUST00000165793.1	chr2	-	18392830	ENSMUSG00000026740.12	Dnajc1
ENSMUST00000113334.7	chr2	+	32352326	ENSMUSG00000039205.16	Ciz1
ENSMUST00000048964.13	chr2	+	32363197	ENSMUSG00000039205.16	Ciz1
ENSMUST00000113332.7	chr2	+	32363197	ENSMUSG00000039205.16	Ciz1
ENSMUST00000192758.5	chr2	+	32363352	ENSMUSG00000039205.16	Ciz1
ENSMUST00000113331.7	chr2	+	32363804	ENSMUSG00000039205.16	Ciz1
ENSMUST00000113338.8	chr2	+	32363809	ENSMUSG00000039205.16	Ciz1
ENSMUST00000125482.1	chr2	+	32370908	ENSMUSG00000039205.16	Ciz1
ENSMUST00000137220.1	chr2	+	32372316	ENSMUSG00000039205.16	Ciz1
ENSMUST00000134141.1	chr2	+	32374208	ENSMUSG00000039205.16	Ciz1
ENSMUST00000091037.2	chr2	-	33428222	ENSMUSG00000068966.10	Zbtb34
ENSMUST00000113158.7	chr2	-	33431324	ENSMUSG00000068966.10	Zbtb34
ENSMUST00000134589.1	chr2	-	33431317	ENSMUSG00000068966.10	Zbtb34
ENSMUST00000113132.8	chr2	-	34372038	ENSMUSG00000038718.15	Pbx3
ENSMUST00000040638.14	chr2	-	34372044	ENSMUSG00000038718.15	Pbx3
ENSMUST00000176213.7	chr2	-	34288852	ENSMUSG00000038718.15	Pbx3
ENSMUST00000143776.7	chr2	-	34371920	ENSMUSG00000038718.15	Pbx3
ENSMUST00000153278.7	chr2	-	34371920	ENSMUSG00000038718.15	Pbx3
ENSMUST00000175855.2	chr2	-	34370846	ENSMUSG00000038718.15	Pbx3
ENSMUST00000138021.3	chr2	-	34373142	ENSMUSG00000038718.15	Pbx3
ENSMUST00000141653.2	chr2	-	34371253	ENSMUSG00000038718.15	Pbx3
ENSMUST00000127353.2	chr2	-	34371150	ENSMUSG00000038718.15	Pbx3
ENSMUST00000112550.7	chr2	-	60125697	ENSMUSG00000026987.16	Baz2b
ENSMUST00000090925.12	chr2	-	60006187	ENSMUSG00000026987.16	Baz2b
ENSMUST00000137480.7	chr2	-	60125740	ENSMUSG00000026987.16	Baz2b
ENSMUST00000129124.7	chr2	-	60090070	ENSMUSG00000026987.16	Baz2b
ENSMUST00000153711.1	chr2	-	60125592	ENSMUSG00000026987.16	Baz2b
ENSMUST00000144893.1	chr2	-	60209839	ENSMUSG00000026987.16	Baz2b
ENSMUST00000122912.7	chr2	+	65845766	ENSMUSG00000044647.16	Csrnp3
ENSMUST00000053910.9	chr2	+	65845841	ENSMUSG00000044647.16	Csrnp3
ENSMUST00000112397.2	chr2	+	65845854	ENSMUSG00000044647.16	Csrnp3
ENSMUST00000129133.1	chr2	+	65860596	ENSMUSG00000044647.16	Csrnp3
ENSMUST00000169852.1	chr2	+	91082389	ENSMUSG00000002111.8	Spi1
ENSMUST00000028663.4	chr2	-	92024502	ENSMUSG00000027230.9	Creb3l1
ENSMUST00000090475.9	chr2	-	103303278	ENSMUSG00000012350.15	Ehf
ENSMUST00000111176.8	chr2	-	103303166	ENSMUSG00000012350.15	Ehf
ENSMUST00000125788.7	chr2	-	103299565	ENSMUSG00000012350.15	Ehf
ENSMUST00000140503.7	chr2	-	103290937	ENSMUSG00000012350.15	Ehf
ENSMUST00000151265.1	chr2	-	103302920	ENSMUSG00000012350.15	Ehf
ENSMUST00000128546.1	chr2	-	103303167	ENSMUSG00000012350.15	Ehf
ENSMUST00000239273.1	chr2	+	103411687	ENSMUSG00000027186.15	Elf5
ENSMUST00000164172.7	chr2	+	103411687	ENSMUSG00000027186.15	Elf5
ENSMUST00000137973.1	chr2	+	103411712	ENSMUSG00000027186.15	Elf5
ENSMUST00000028639.12	chr2	-	116065047	ENSMUSG00000027210.20	Meis2
ENSMUST00000102538.10	chr2	-	116065047	ENSMUSG00000027210.20	Meis2
ENSMUST00000110907.7	chr2	-	116065839	ENSMUSG00000027210.20	Meis2
ENSMUST00000110908.8	chr2	-	116065839	ENSMUSG00000027210.20	Meis2
ENSMUST00000110906.8	chr2	-	116064721	ENSMUSG00000027210.20	Meis2
ENSMUST00000074285.7	chr2	-	116064512	ENSMUSG00000027210.20	Meis2
ENSMUST00000120995.7	chr2	-	115872943	ENSMUSG00000027210.20	Meis2
ENSMUST00000189640.6	chr2	-	115868867	ENSMUSG00000027210.20	Meis2
ENSMUST00000151279.7	chr2	-	116042046	ENSMUSG00000027210.20	Meis2
ENSMUST00000177493.7	chr2	-	115872854	ENSMUSG00000027210.20	Meis2
ENSMUST00000149217.7	chr2	-	115872943	ENSMUSG00000027210.20	Meis2
ENSMUST00000118654.7	chr2	-	115872962	ENSMUSG00000027210.20	Meis2
ENSMUST00000150477.2	chr2	-	115872946	ENSMUSG00000027210.20	Meis2
ENSMUST00000154671.7	chr2	-	116049680	ENSMUSG00000027210.20	Meis2
ENSMUST00000140461.8	chr2	-	116062360	ENSMUSG00000027210.20	Meis2
ENSMUST00000046717.12	chr2	+	119897227	ENSMUSG00000033943.15	Mga
ENSMUST00000079934.11	chr2	+	119897227	ENSMUSG00000033943.15	Mga
ENSMUST00000110773.8	chr2	+	119897227	ENSMUSG00000033943.15	Mga
ENSMUST00000110774.7	chr2	+	119897227	ENSMUSG00000033943.15	Mga
ENSMUST00000156510.1	chr2	+	119897304	ENSMUSG00000033943.15	Mga
ENSMUST00000103171.9	chr2	-	144331695	ENSMUSG00000037279.13	Ovol2
ENSMUST00000037423.3	chr2	-	144332146	ENSMUSG00000037279.13	Ovol2
ENSMUST00000109969.2	chr2	-	147194243	ENSMUSG00000027434.11	Nkx2-2
ENSMUST00000172627.1	chr2	-	147194242	ENSMUSG00000027434.11	Nkx2-2
ENSMUST00000133937.8	chr2	-	160872998	ENSMUSG00000035877.17	Zhx3
ENSMUST00000103111.8	chr2	-	160872572	ENSMUSG00000035877.17	Zhx3
ENSMUST00000103112.7	chr2	-	160859631	ENSMUSG00000035877.17	Zhx3
ENSMUST00000109460.7	chr2	-	160872990	ENSMUSG00000035877.17	Zhx3
ENSMUST00000176141.7	chr2	-	160872829	ENSMUSG00000035877.17	Zhx3
ENSMUST00000127201.1	chr2	-	160872990	ENSMUSG00000035877.17	Zhx3
ENSMUST00000109428.8	chr2	+	163203124	ENSMUSG00000074607.11	Tox2
ENSMUST00000099110.9	chr2	+	163225362	ENSMUSG00000074607.11	Tox2
ENSMUST00000165937.7	chr2	+	163225453	ENSMUSG00000074607.11	Tox2
ENSMUST00000074618.9	chr2	-	168590260	ENSMUSG00000027544.16	Nfatc2
ENSMUST00000109184.7	chr2	-	168590365	ENSMUSG00000027544.16	Nfatc2
ENSMUST00000099067.9	chr2	-	168601632	ENSMUSG00000027544.16	Nfatc2
ENSMUST00000171689.7	chr2	-	168601655	ENSMUSG00000027544.16	Nfatc2
ENSMUST00000029057.12	chr2	-	168590191	ENSMUSG00000027544.16	Nfatc2
ENSMUST00000137451.1	chr2	-	168601657	ENSMUSG00000027544.16	Nfatc2
ENSMUST00000140137.7	chr2	-	168590331	ENSMUSG00000027544.16	Nfatc2
ENSMUST00000109162.8	chr2	-	168955587	ENSMUSG00000027551.15	Zfp64
ENSMUST00000087971.10	chr2	-	168955272	ENSMUSG00000027551.15	Zfp64
ENSMUST00000109161.2	chr2	-	168955289	ENSMUSG00000027551.15	Zfp64
ENSMUST00000136242.1	chr2	-	168955266	ENSMUSG00000027551.15	Zfp64
ENSMUST00000123300.2	chr2	+	169884892	ENSMUSG00000047907.11	Tshz2
ENSMUST00000185239.1	chr2	+	169884892	ENSMUSG00000047907.11	Tshz2
ENSMUST00000109155.7	chr2	-	170142678	ENSMUSG00000052056.14	Zfp217
ENSMUST00000125162.7	chr2	-	170133945	ENSMUSG00000052056.14	Zfp217
ENSMUST00000149318.1	chr2	-	170148103	ENSMUSG00000052056.14	Zfp217
ENSMUST00000131676.7	chr2	+	175372435	ENSMUSG00000078898.9	Zfp968
ENSMUST00000109048.2	chr2	+	175372461	ENSMUSG00000078898.9	Zfp968
ENSMUST00000109047.2	chr2	+	175372491	ENSMUSG00000078898.9	Zfp968
ENSMUST00000141122.1	chr2	+	176670579	ENSMUSG00000078879.10	Zfp973
ENSMUST00000108970.8	chr2	+	177074319	ENSMUSG00000078872.9	Gm14401
ENSMUST00000099002.9	chr2	+	177464732	ENSMUSG00000078866.10	Zfp970
ENSMUST00000108952.3	chr2	+	177464845	ENSMUSG00000078866.10	Zfp970
ENSMUST00000049032.12	chr2	-	181288035	ENSMUSG00000038705.13	Gmeb2
ENSMUST00000141110.7	chr2	-	181278082	ENSMUSG00000038705.13	Gmeb2
ENSMUST00000130475.7	chr2	-	181287074	ENSMUSG00000038705.13	Gmeb2
ENSMUST00000141003.1	chr2	-	181288016	ENSMUSG00000038705.13	Gmeb2
ENSMUST00000147665.1	chr2	-	181288031	ENSMUSG00000038705.13	Gmeb2
ENSMUST00000081125.10	chr2	+	181763331	ENSMUSG00000010505.16	Myt1
ENSMUST00000108756.7	chr2	+	181767041	ENSMUSG00000010505.16	Myt1
ENSMUST00000183403.7	chr2	+	181767302	ENSMUSG00000010505.16	Myt1
ENSMUST00000108757.8	chr2	+	181767321	ENSMUSG00000010505.16	Myt1
ENSMUST00000129856.7	chr2	+	181782540	ENSMUSG00000010505.16	Myt1
ENSMUST00000130079.7	chr2	+	181796306	ENSMUSG00000010505.16	Myt1
ENSMUST00000102976.3	chr2	-	9878600	ENSMUSG00000015619.10	Gata3
ENSMUST00000151456.1	chr2	-	9873672	ENSMUSG00000015619.10	Gata3
ENSMUST00000153509.1	chr2	-	9875399	ENSMUSG00000015619.10	Gata3
ENSMUST00000130615.1	chr2	-	9890034	ENSMUSG00000015619.10	Gata3
ENSMUST00000147533.1	chr2	-	9887784	ENSMUSG00000015619.10	Gata3
ENSMUST00000142305.1	chr2	-	9890002	ENSMUSG00000015619.10	Gata3
ENSMUST00000155352.1	chr2	+	18064840	ENSMUSG00000026743.16	Mllt10
ENSMUST00000148229.7	chr2	+	18123708	ENSMUSG00000026743.16	Mllt10
ENSMUST00000114669.1	chr2	+	18126155	ENSMUSG00000026743.16	Mllt10
ENSMUST00000149786.1	chr2	+	18170250	ENSMUSG00000026743.16	Mllt10
ENSMUST00000172210.1	chr2	-	18216902	ENSMUSG00000026740.12	Dnajc1
ENSMUST00000164835.1	chr2	-	18307016	ENSMUSG00000026740.12	Dnajc1
ENSMUST00000164606.1	chr2	-	18310258	ENSMUSG00000026740.12	Dnajc1
ENSMUST00000028068.2	chr2	+	19445662	ENSMUSG00000026735.2	Ptf1a
ENSMUST00000028355.10	chr2	-	24475599	ENSMUSG00000026976.15	Pax8
ENSMUST00000149860.1	chr2	-	24423082	ENSMUSG00000026976.15	Pax8
ENSMUST00000149294.7	chr2	-	24475097	ENSMUSG00000026976.15	Pax8
ENSMUST00000153601.7	chr2	-	24475564	ENSMUSG00000026976.15	Pax8
ENSMUST00000136228.9	chr2	-	24475574	ENSMUSG00000026976.15	Pax8
ENSMUST00000153535.1	chr2	-	24475215	ENSMUSG00000026976.15	Pax8
ENSMUST00000133746.1	chr2	-	24445900	ENSMUSG00000026976.15	Pax8
ENSMUST00000152614.1	chr2	-	24475574	ENSMUSG00000026976.15	Pax8
ENSMUST00000076989.6	chr2	-	25847248	ENSMUSG00000059625.6	Sohlh1
ENSMUST00000054099.15	chr2	-	26208289	ENSMUSG00000026934.15	Lhx3
ENSMUST00000127035.1	chr2	-	26202866	ENSMUSG00000026934.15	Lhx3
ENSMUST00000028302.7	chr2	-	26206575	ENSMUSG00000026934.15	Lhx3
ENSMUST00000149637.1	chr2	-	26203441	ENSMUSG00000026934.15	Lhx3
ENSMUST00000114115.8	chr2	-	26380649	ENSMUSG00000036281.13	Snapc4
ENSMUST00000135171.1	chr2	-	26365024	ENSMUSG00000036281.13	Snapc4
ENSMUST00000035427.10	chr2	-	26380653	ENSMUSG00000036281.13	Snapc4
ENSMUST00000149850.7	chr2	-	26380632	ENSMUSG00000036281.13	Snapc4
ENSMUST00000136054.1	chr2	-	26367770	ENSMUSG00000036281.13	Snapc4
ENSMUST00000123934.1	chr2	-	26373631	ENSMUSG00000036281.13	Snapc4
ENSMUST00000149316.7	chr2	-	26373611	ENSMUSG00000036281.13	Snapc4
ENSMUST00000125789.1	chr2	-	26371142	ENSMUSG00000036281.13	Snapc4
ENSMUST00000148024.1	chr2	-	26374128	ENSMUSG00000036281.13	Snapc4
ENSMUST00000133778.7	chr2	-	26373355	ENSMUSG00000036281.13	Snapc4
ENSMUST00000150121.1	chr2	-	26380635	ENSMUSG00000036281.13	Snapc4
ENSMUST00000144871.1	chr2	-	26374738	ENSMUSG00000036281.13	Snapc4
ENSMUST00000124843.1	chr2	-	26380653	ENSMUSG00000036281.13	Snapc4
ENSMUST00000155643.1	chr2	-	26380626	ENSMUSG00000036281.13	Snapc4
ENSMUST00000129514.7	chr2	+	27676439	ENSMUSG00000015846.15	Rxra
ENSMUST00000077257.11	chr2	+	27677200	ENSMUSG00000015846.15	Rxra
ENSMUST00000166775.7	chr2	+	27677261	ENSMUSG00000015846.15	Rxra
ENSMUST00000100251.8	chr2	+	27709291	ENSMUSG00000015846.15	Rxra
ENSMUST00000113934.1	chr2	+	27710582	ENSMUSG00000015846.15	Rxra
ENSMUST00000238859.1	chr2	+	27721150	ENSMUSG00000015846.15	Rxra
ENSMUST00000238913.1	chr2	+	27725218	ENSMUSG00000015846.15	Rxra
ENSMUST00000148756.1	chr2	+	27740200	ENSMUSG00000015846.15	Rxra
ENSMUST00000164290.7	chr2	-	28621982	ENSMUSG00000026815.14	Gfi1b
ENSMUST00000028156.7	chr2	-	28621945	ENSMUSG00000026815.14	Gfi1b
ENSMUST00000155686.1	chr2	-	28615405	ENSMUSG00000026815.14	Gfi1b
ENSMUST00000145690.1	chr2	-	28621982	ENSMUSG00000026815.14	Gfi1b
ENSMUST00000050776.8	chr2	-	28916412	ENSMUSG00000026805.14	Barhl1
ENSMUST00000124059.1	chr2	-	28912495	ENSMUSG00000026805.14	Barhl1
ENSMUST00000113849.7	chr2	-	28916440	ENSMUSG00000026805.14	Barhl1
ENSMUST00000113847.2	chr2	-	28916668	ENSMUSG00000026805.14	Barhl1
ENSMUST00000174027.1	chr2	-	28915505	ENSMUSG00000026805.14	Barhl1
ENSMUST00000100237.3	chr2	+	29060261	ENSMUSG00000026803.17	Ttf1
ENSMUST00000142786.7	chr2	+	29060265	ENSMUSG00000026803.17	Ttf1
ENSMUST00000122866.1	chr2	+	29074760	ENSMUSG00000026803.17	Ttf1
ENSMUST00000130506.1	chr2	+	29083408	ENSMUSG00000026803.17	Ttf1
ENSMUST00000113592.8	chr2	+	30834971	ENSMUSG00000039476.13	Prrx2
ENSMUST00000041659.6	chr2	+	30845058	ENSMUSG00000039476.13	Prrx2
ENSMUST00000150299.1	chr2	+	30845443	ENSMUSG00000039476.13	Prrx2
ENSMUST00000137924.1	chr2	+	30879318	ENSMUSG00000039476.13	Prrx2
ENSMUST00000113470.2	chr2	+	31640036	ENSMUSG00000079466.2	Prdm12
ENSMUST00000125769.7	chr2	+	32363009	ENSMUSG00000039205.16	Ciz1
ENSMUST00000132028.7	chr2	+	32363009	ENSMUSG00000039205.16	Ciz1
ENSMUST00000136079.7	chr2	+	32363060	ENSMUSG00000039205.16	Ciz1
ENSMUST00000136325.2	chr2	+	32363432	ENSMUSG00000039205.16	Ciz1
ENSMUST00000131152.6	chr2	+	32363553	ENSMUSG00000039205.16	Ciz1
ENSMUST00000147338.1	chr2	+	32363755	ENSMUSG00000039205.16	Ciz1
ENSMUST00000192055.1	chr2	+	32365344	ENSMUSG00000039205.16	Ciz1
ENSMUST00000139637.7	chr2	+	32367411	ENSMUSG00000039205.16	Ciz1
ENSMUST00000151806.7	chr2	+	32367471	ENSMUSG00000039205.16	Ciz1
ENSMUST00000132290.1	chr2	+	32370061	ENSMUSG00000039205.16	Ciz1
ENSMUST00000145957.1	chr2	+	32371834	ENSMUSG00000039205.16	Ciz1
ENSMUST00000149184.1	chr2	+	32375107	ENSMUSG00000039205.16	Ciz1
ENSMUST00000125818.1	chr2	+	32375488	ENSMUSG00000039205.16	Ciz1
ENSMUST00000095035.2	chr2	-	33462353	ENSMUSG00000026788.13	Zbtb43
ENSMUST00000028125.11	chr2	-	33468532	ENSMUSG00000026788.13	Zbtb43
ENSMUST00000113156.1	chr2	-	33468505	ENSMUSG00000026788.13	Zbtb43
ENSMUST00000155198.1	chr2	-	33465082	ENSMUSG00000026788.13	Zbtb43
ENSMUST00000126442.1	chr2	-	33468559	ENSMUSG00000026788.13	Zbtb43
ENSMUST00000041730.11	chr2	-	33640608	ENSMUSG00000038765.14	Lmx1b
ENSMUST00000176067.1	chr2	-	33640480	ENSMUSG00000038765.14	Lmx1b
ENSMUST00000239476.1	chr2	-	33640511	ENSMUSG00000038765.14	Lmx1b
ENSMUST00000137559.2	chr2	-	33632283	ENSMUSG00000038765.14	Lmx1b
ENSMUST00000155423.2	chr2	-	34371792	ENSMUSG00000038718.15	Pbx3
ENSMUST00000112961.9	chr2	-	36104060	ENSMUSG00000026890.19	Lhx6
ENSMUST00000112966.9	chr2	-	36104060	ENSMUSG00000026890.19	Lhx6
ENSMUST00000112960.7	chr2	-	36105271	ENSMUSG00000026890.19	Lhx6
ENSMUST00000112967.11	chr2	-	36105408	ENSMUSG00000026890.19	Lhx6
ENSMUST00000112963.7	chr2	-	36105408	ENSMUSG00000026890.19	Lhx6
ENSMUST00000136821.8	chr2	-	36094273	ENSMUSG00000026890.19	Lhx6
ENSMUST00000148852.3	chr2	-	36104891	ENSMUSG00000026890.19	Lhx6
ENSMUST00000187180.6	chr2	-	36103592	ENSMUSG00000026890.19	Lhx6
