Ensembl	Symbol	Family	Protein	Entrez ID
ENSMUSG00000060862	Zbtb40	ZBTB	ENSMUSP00000061899;ENSMUSP00000061899;ENSMUSP00000151856;	230848
ENSMUSG00000029127	Zbtb49	ZBTB	ENSMUSP00000117174;ENSMUSP00000109748;ENSMUSP00000114955;ENSMUSP00000122109;ENSMUSP00000092429;ENSMUSP00000092429;ENSMUSP00000117913;ENSMUSP00000115513;	75079
ENSMUSG00000046962	Zbtb21	ZBTB	ENSMUSP00000109363;ENSMUSP00000068283;ENSMUSP00000052127;	114565
ENSMUSG00000033454	Zbtb1	ZBTB	ENSMUSP00000041955;ENSMUSP00000041955;	268564
ENSMUSG00000050240	Hic2	ZBTB	ENSMUSP00000087656;ENSMUSP00000087656;	58180
ENSMUSG00000006310	Zbtb32	ZBTB	ENSMUSP00000103786;ENSMUSP00000103786;ENSMUSP00000103785;	58206
ENSMUSG00000035011	Zbtb7a	ZBTB	ENSMUSP00000113428;ENSMUSP00000113428;ENSMUSP00000047333;ENSMUSP00000047333;ENSMUSP00000114470;ENSMUSP00000113787;ENSMUSP00000113612;	16969
ENSMUSG00000094410	Gm38394	zf-BED	ENSMUSP00000139417;ENSMUSP00000136026;	-
ENSMUSG00000034333	Zbed4	zf-BED	ENSMUSP00000035437;	223773
ENSMUSG00000102049	Zbed6	zf-BED	ENSMUSP00000140892;	667118
ENSMUSG00000053080	2700081O15Rik	zf-BED	ENSMUSP00000139847;ENSMUSP00000123773;	108899
ENSMUSG00000037029	Zfp146	zf-C2H2	ENSMUSP00000058588;	26465
ENSMUSG00000098022	Zfp82	zf-C2H2	ENSMUSP00000079647;ENSMUSP00000138217;	330502
ENSMUSG00000029249	Rest	zf-C2H2	ENSMUSP00000079231;ENSMUSP00000109076;	19712
ENSMUSG00000049606	Zfp644	zf-C2H2	ENSMUSP00000122421;	52397
ENSMUSG00000095325	Zfp870	zf-C2H2	ENSMUSP00000136197;ENSMUSP00000154207;	240066
ENSMUSG00000074472	Zfp872	zf-C2H2	ENSMUSP00000136074;ENSMUSP00000089089;ENSMUSP00000149642;	619310
ENSMUSG00000045440	Insm2	zf-C2H2	ENSMUSP00000061046;	56856
ENSMUSG00000101415	Gm28168	zf-C2H2	ENSMUSP00000139435;	-
ENSMUSG00000100265	Gm28363	zf-C2H2	ENSMUSP00000140366;	-
ENSMUSG00000067929	Gm10226	zf-C2H2	ENSMUSP00000072002;	-
ENSMUSG00000034429	Zfp707	zf-C2H2	ENSMUSP00000154921;ENSMUSP00000105592;ENSMUSP00000119705;ENSMUSP00000105593;	69020
ENSMUSG00000055560	Zfp459	zf-C2H2	ENSMUSP00000153407;ENSMUSP00000063027;ENSMUSP00000153490;	328274
ENSMUSG00000025602	Zfp202	zf-C2H2	ENSMUSP00000026693;	80902
ENSMUSG00000090641	Zfp712	zf-C2H2	ENSMUSP00000126665;	78251
ENSMUSG00000063488	Zkscan7	zf-C2H2	ENSMUSP00000071695;	382118
ENSMUSG00000095648	Gm2004	zf-C2H2	ENSMUSP00000104677;	-
ENSMUSG00000063894	Zkscan8	zf-C2H2	ENSMUSP00000153171;ENSMUSP00000040248;	93681
ENSMUSG00000063905	Gm10139	zf-C2H2	ENSMUSP00000080191;	-
ENSMUSG00000068130	Zfp442	zf-C2H2	ENSMUSP00000105542;ENSMUSP00000140098;	668923
ENSMUSG00000057895	Zfp105	zf-C2H2	ENSMUSP00000079840;	22646
ENSMUSG00000053347	Zfp943	zf-C2H2	ENSMUSP00000059554;	74670
ENSMUSG00000078902	Gm14443	zf-C2H2	ENSMUSP00000104682;	-
ENSMUSG00000094475	Gm11007	zf-C2H2	ENSMUSP00000139544;ENSMUSP00000136499;	-
ENSMUSG00000055633	Zfp580	zf-C2H2	ENSMUSP00000147223;ENSMUSP00000065861;	68992
ENSMUSG00000114923	CT573016.1	zf-C2H2	ENSMUSP00000153476;ENSMUSP00000153696;	-
ENSMUSG00000046897	Zfp740	zf-C2H2	ENSMUSP00000155827;ENSMUSP00000113770;ENSMUSP00000122698;ENSMUSP00000112985;	68744
ENSMUSG00000022676	Snai2	zf-C2H2	ENSMUSP00000023356;	20583
ENSMUSG00000060510	Zfp266	zf-C2H2	ENSMUSP00000134217;ENSMUSP00000066012;	77519
ENSMUSG00000023882	Zfp54	zf-C2H2	ENSMUSP00000007884;ENSMUSP00000127089;ENSMUSP00000132983;	22712
ENSMUSG00000109129	Gm44973	zf-C2H2	ENSMUSP00000147233;	-
ENSMUSG00000095432	Zfp748	zf-C2H2	ENSMUSP00000137928;	212276
ENSMUSG00000070902	Zfp352	zf-C2H2	ENSMUSP00000102746;ENSMUSP00000079383;	236537
ENSMUSG00000064194	Zfp936	zf-C2H2	ENSMUSP00000072608;ENSMUSP00000145999;ENSMUSP00000143800;	668620
ENSMUSG00000066838	Zfp772	zf-C2H2	ENSMUSP00000074055;	232855
ENSMUSG00000029697	Fezf1	zf-C2H2	ENSMUSP00000031709;	73191
ENSMUSG00000043090	Zfp866	zf-C2H2	ENSMUSP00000119781;	330788
ENSMUSG00000069206	Zfp874a	zf-C2H2	ENSMUSP00000074735;	238692
ENSMUSG00000056824	Zfp663	zf-C2H2	ENSMUSP00000099374;ENSMUSP00000072813;	381405
ENSMUSG00000060314	Zfp941	zf-C2H2	ENSMUSP00000079482;ENSMUSP00000101667;	407812
ENSMUSG00000002265	Peg3	zf-C2H2	ENSMUSP00000050750;	18616
ENSMUSG00000054648	Zfp869	zf-C2H2	ENSMUSP00000079780;	66869
ENSMUSG00000006587	Snai3	zf-C2H2	ENSMUSP00000006762;	30927
ENSMUSG00000068154	Insm1	zf-C2H2	ENSMUSP00000092048;	53626
ENSMUSG00000028389	Zfp37	zf-C2H2	ENSMUSP00000152266;ENSMUSP00000070463;ENSMUSP00000152291;ENSMUSP00000152491;ENSMUSP00000152520;ENSMUSP00000152400;	22696
ENSMUSG00000058192	Zfp846	zf-C2H2	ENSMUSP00000051593;ENSMUSP00000111219;	244721
ENSMUSG00000115945	Zfp600	zf-C2H2	ENSMUSP00000155682;ENSMUSP00000155108;	-
ENSMUSG00000025959	Klf7	zf-C2H2	ENSMUSP00000109720;ENSMUSP00000054674;	93691
ENSMUSG00000051037	Zfp455	zf-C2H2	ENSMUSP00000112546;ENSMUSP00000113356;	218311
ENSMUSG00000047141	Zfp654	zf-C2H2	ENSMUSP00000052946;ENSMUSP00000146656;	72020
ENSMUSG00000109771	Gm35315	zf-C2H2	ENSMUSP00000147534;	102638847
ENSMUSG00000054191	Klf1	zf-C2H2	ENSMUSP00000064366;	16596
ENSMUSG00000046792	Zfp787	zf-C2H2	ENSMUSP00000147060;ENSMUSP00000092468;	67109
ENSMUSG00000060427	Zfp868	zf-C2H2	ENSMUSP00000113952;ENSMUSP00000074510;	234362
ENSMUSG00000050605	Zfp61	zf-C2H2	ENSMUSP00000132551;ENSMUSP00000076954;	22719
ENSMUSG00000071341	Egr4	zf-C2H2	ENSMUSP00000093433;	13656
ENSMUSG00000051176	Zfp42	zf-C2H2	ENSMUSP00000147607;ENSMUSP00000147606;ENSMUSP00000080765;	22702
ENSMUSG00000072762	4930522L14Rik	zf-C2H2	ENSMUSP00000108166;	100041734
ENSMUSG00000046886	Zfp474	zf-C2H2	ENSMUSP00000147873;ENSMUSP00000072453;	66758
ENSMUSG00000047036	Zfp445	zf-C2H2	ENSMUSP00000055738;ENSMUSP00000151198;	235682
ENSMUSG00000091347	Gm10772	zf-C2H2	ENSMUSP00000126511;	-
ENSMUSG00000091183	Gm5141	zf-C2H2	ENSMUSP00000144368;ENSMUSP00000126604;	380850
ENSMUSG00000052942	Glis3	zf-C2H2	ENSMUSP00000124635;ENSMUSP00000108231;	226075
ENSMUSG00000067919	Rex2	zf-C2H2	ENSMUSP00000075179;	100043034
ENSMUSG00000074166	AW146154	zf-C2H2	ENSMUSP00000096109;	101835
ENSMUSG00000048012	Zfp473	zf-C2H2	ENSMUSP00000113316;ENSMUSP00000051069;ENSMUSP00000113774;ENSMUSP00000113789;	243963
ENSMUSG00000089756	Zfp966	zf-C2H2	ENSMUSP00000104577;	667962
ENSMUSG00000022811	Zfp148	zf-C2H2	ENSMUSP00000087106;ENSMUSP00000126338;	22661
ENSMUSG00000078880	Gm14308	zf-C2H2	ENSMUSP00000104618;	100043381
ENSMUSG00000030486	Zfp108	zf-C2H2	ENSMUSP00000072496;ENSMUSP00000145928;ENSMUSP00000145844;	54678
ENSMUSG00000096734	Gm21836	zf-C2H2	ENSMUSP00000137150;	-
ENSMUSG00000011427	Zfp790	zf-C2H2	ENSMUSP00000032796;ENSMUSP00000136932;	233056
ENSMUSG00000020491	2810021J22Rik	zf-C2H2	ENSMUSP00000073579;	69944
ENSMUSG00000037001	Zfp39	zf-C2H2	ENSMUSP00000099764;	22698
ENSMUSG00000063568	Jazf1	zf-C2H2	ENSMUSP00000074129;	231986
ENSMUSG00000050855	Zfp940	zf-C2H2	ENSMUSP00000082947;	233057
ENSMUSG00000074867	Zfp808	zf-C2H2	ENSMUSP00000097048;	630579
ENSMUSG00000022335	Zfat	zf-C2H2	ENSMUSP00000125257;ENSMUSP00000124974;ENSMUSP00000125732;	380993
ENSMUSG00000068962	Zfp114	zf-C2H2	ENSMUSP00000146241;ENSMUSP00000083173;	232966
ENSMUSG00000061524	Zic2	zf-C2H2	ENSMUSP00000075283;	22772
ENSMUSG00000055341	Zfp457	zf-C2H2	ENSMUSP00000153220;ENSMUSP00000053879;	431706
ENSMUSG00000044501	Zfp758	zf-C2H2	ENSMUSP00000113532;ENSMUSP00000086143;ENSMUSP00000072298;ENSMUSP00000121288;	224598
ENSMUSG00000074527	Gm14296	zf-C2H2	ENSMUSP00000096605;	102639598
ENSMUSG00000048251	Rit1	zf-C2H2	ENSMUSP00000068258;ENSMUSP00000105517;ENSMUSP00000105513;	58208
ENSMUSG00000072763	5430403G16Rik	zf-C2H2	ENSMUSP00000090395;	-
ENSMUSG00000000552	Zfp385a	zf-C2H2	ENSMUSP00000155498;ENSMUSP00000130176;ENSMUSP00000155501;	29813
ENSMUSG00000050846	Zfp623	zf-C2H2	ENSMUSP00000036049;	78834
ENSMUSG00000065999	Zfp985	zf-C2H2	ENSMUSP00000080438;	433804
ENSMUSG00000043456	Zfp536	zf-C2H2	ENSMUSP00000134778;ENSMUSP00000135068;ENSMUSP00000058468;ENSMUSP00000135218;ENSMUSP00000135681;	243937
ENSMUSG00000052446	Zfp961	zf-C2H2	ENSMUSP00000105623;ENSMUSP00000122942;	234413
ENSMUSG00000058028	Zscan5b	zf-C2H2	ENSMUSP00000126044;ENSMUSP00000072449;	170734
ENSMUSG00000069475	Gm6020	zf-C2H2	ENSMUSP00000089726;	-
ENSMUSG00000030393	Zik1	zf-C2H2	ENSMUSP00000032551;	22775
ENSMUSG00000109398	Gm3854	zf-C2H2	ENSMUSP00000148053;	-
ENSMUSG00000018347	Zkscan6	zf-C2H2	ENSMUSP00000018491;ENSMUSP00000071406;	52712
ENSMUSG00000090963	Gm17655	zf-C2H2	ENSMUSP00000128849;ENSMUSP00000148155;	-
ENSMUSG00000047003	Zfp41	zf-C2H2	ENSMUSP00000124887;ENSMUSP00000124626;ENSMUSP00000056510;	22701
ENSMUSG00000022526	Zfp251	zf-C2H2	ENSMUSP00000155649;ENSMUSP00000079268;	71591
ENSMUSG00000030446	Zfp273	zf-C2H2	ENSMUSP00000012725;ENSMUSP00000137903;	212569
ENSMUSG00000078867	Gm14418	zf-C2H2	ENSMUSP00000116617;	-
ENSMUSG00000058881	Zfp516	zf-C2H2	ENSMUSP00000071216;ENSMUSP00000126629;	329003
ENSMUSG00000075040	Zfp408	zf-C2H2	ENSMUSP00000097301;ENSMUSP00000106965;	381410
ENSMUSG00000027551	Zfp64	zf-C2H2	ENSMUSP00000085285;ENSMUSP00000104789;ENSMUSP00000104790;	22722
ENSMUSG00000025997	Ikzf2	zf-C2H2	ENSMUSP00000140043;ENSMUSP00000027146;ENSMUSP00000141075;ENSMUSP00000140069;ENSMUSP00000139543;	22779
ENSMUSG00000032425	Zfp949	zf-C2H2	ENSMUSP00000125325;ENSMUSP00000125017;	71640
ENSMUSG00000039967	Zfp292	zf-C2H2	ENSMUSP00000037233;ENSMUSP00000095766;	30046
ENSMUSG00000095545	Zfp969	zf-C2H2	ENSMUSP00000136479;	102639505
ENSMUSG00000031365	Zfp275	zf-C2H2	ENSMUSP00000033731;ENSMUSP00000110143;	27081
ENSMUSG00000058186	Zfp980	zf-C2H2	ENSMUSP00000101364;ENSMUSP00000137589;	100041379
ENSMUSG00000046311	Zfp62	zf-C2H2	ENSMUSP00000116045;ENSMUSP00000104821;ENSMUSP00000117774;ENSMUSP00000056226;ENSMUSP00000104820;ENSMUSP00000137583;	22720
ENSMUSG00000007216	Zfp775	zf-C2H2	ENSMUSP00000145192;ENSMUSP00000056290;ENSMUSP00000145369;	243372
ENSMUSG00000073209	Klf14	zf-C2H2	ENSMUSP00000099122;	619665
ENSMUSG00000040775	Gm9772	zf-C2H2	ENSMUSP00000074538;	-
ENSMUSG00000053600	Zfp472	zf-C2H2	ENSMUSP00000036514;	224691
ENSMUSG00000075304	Sp5	zf-C2H2	ENSMUSP00000097620;	64406
ENSMUSG00000063245	Zfp993	zf-C2H2	ENSMUSP00000121301;	-
ENSMUSG00000005267	Zfp287	zf-C2H2	ENSMUSP00000005399;ENSMUSP00000141046;ENSMUSP00000114531;	170740
ENSMUSG00000033669	Zfp7	zf-C2H2	ENSMUSP00000023179;ENSMUSP00000155599;	223669
ENSMUSG00000096795	Zfp433	zf-C2H2	ENSMUSP00000144123;ENSMUSP00000082807;ENSMUSP00000144100;	73610
ENSMUSG00000005148	Klf5	zf-C2H2	ENSMUSP00000005279;	12224
ENSMUSG00000028358	Zfp618	zf-C2H2	ENSMUSP00000103038;ENSMUSP00000069275;ENSMUSP00000030043;	72701
ENSMUSG00000051413	Plagl2	zf-C2H2	ENSMUSP00000055709;ENSMUSP00000105419;	54711
ENSMUSG00000042414	Prdm14	zf-C2H2	ENSMUSP00000044245;	383491
ENSMUSG00000044452	Zfp507	zf-C2H2	ENSMUSP00000058609;ENSMUSP00000145751;	668501
ENSMUSG00000024298	Zfp871	zf-C2H2	ENSMUSP00000127178;ENSMUSP00000050501;	208292
ENSMUSG00000078866	Zfp970	zf-C2H2	ENSMUSP00000104580;	628308
ENSMUSG00000078498	Zfp988	zf-C2H2	ENSMUSP00000127018;ENSMUSP00000120413;	-
ENSMUSG00000078779	Zfp59	zf-C2H2	ENSMUSP00000103968;ENSMUSP00000145671;	22717
ENSMUSG00000094622	Gm3055	zf-C2H2	ENSMUSP00000151476;	-
ENSMUSG00000096916	Zfp850	zf-C2H2	ENSMUSP00000137192;ENSMUSP00000141063;	100043772
ENSMUSG00000030757	Zkscan2	zf-C2H2	ENSMUSP00000041821;	210162
ENSMUSG00000053297	AI854703	zf-C2H2	ENSMUSP00000145982;ENSMUSP00000145967;ENSMUSP00000145812;ENSMUSP00000145635;	243373
ENSMUSG00000026135	Zfp142	zf-C2H2	ENSMUSP00000109366;ENSMUSP00000027315;ENSMUSP00000065149;	77264
ENSMUSG00000028890	Mtf1	zf-C2H2	ENSMUSP00000101799;ENSMUSP00000030723;	17764
ENSMUSG00000055835	Zfp1	zf-C2H2	ENSMUSP00000148310;ENSMUSP00000076964;ENSMUSP00000148511;	22640
ENSMUSG00000078546	Zfp995	zf-C2H2	ENSMUSP00000139581;ENSMUSP00000101647;	70081
ENSMUSG00000039087	Rreb1	zf-C2H2	ENSMUSP00000115599;ENSMUSP00000121211;ENSMUSP00000105867;ENSMUSP00000049265;ENSMUSP00000124802;ENSMUSP00000105866;	68750
ENSMUSG00000057637	Prdm2	zf-C2H2	ENSMUSP00000101404;	110593
ENSMUSG00000047473	Zfp30	zf-C2H2	ENSMUSP00000113426;ENSMUSP00000032803;	22693
ENSMUSG00000090714	Zscan4d	zf-C2H2	ENSMUSP00000066504;	545913
ENSMUSG00000060397	Zfp128	zf-C2H2	ENSMUSP00000115378;	243833
ENSMUSG00000063108	Zfp26	zf-C2H2	ENSMUSP00000124075;	22688
ENSMUSG00000011267	Zfp296	zf-C2H2	ENSMUSP00000104093;	63872
ENSMUSG00000096696	Zfp960	zf-C2H2	ENSMUSP00000123102;	449000
ENSMUSG00000095993	Gm21060	zf-C2H2	ENSMUSP00000136027;	-
ENSMUSG00000044876	Zfp444	zf-C2H2	ENSMUSP00000050797;ENSMUSP00000104206;ENSMUSP00000104207;	72667
ENSMUSG00000023892	Zfp51	zf-C2H2	ENSMUSP00000045684;	22709
ENSMUSG00000078905	Gm14393	zf-C2H2	ENSMUSP00000072668;	664987
ENSMUSG00000115857	Zfp992	zf-C2H2	ENSMUSP00000155209;	-
ENSMUSG00000029178	Klf3	zf-C2H2	ENSMUSP00000142651;ENSMUSP00000129363;ENSMUSP00000128429;	16599
ENSMUSG00000054381	Zfp747	zf-C2H2	ENSMUSP00000070685;	269997
ENSMUSG00000094942	Gm3604	zf-C2H2	ENSMUSP00000139845;ENSMUSP00000103623;	100041979
ENSMUSG00000022228	Zscan26	zf-C2H2	ENSMUSP00000106111;ENSMUSP00000032820;	432731
ENSMUSG00000032119	Hinfp	zf-C2H2	ENSMUSP00000149879;ENSMUSP00000034629;	102423
ENSMUSG00000044676	Zfp612	zf-C2H2	ENSMUSP00000148717;ENSMUSP00000062474;	234725
ENSMUSG00000078435	AU041133	zf-C2H2	ENSMUSP00000100951;ENSMUSP00000144661;	216177
ENSMUSG00000050600	Zfp831	zf-C2H2	ENSMUSP00000060255;	100043757
ENSMUSG00000033972	Zfp944	zf-C2H2	ENSMUSP00000111197;	319615
ENSMUSG00000078872	Gm14401	zf-C2H2	ENSMUSP00000104598;ENSMUSP00000119549;	-
ENSMUSG00000069184	Zfp72	zf-C2H2	ENSMUSP00000152502;ENSMUSP00000089063;	238722
ENSMUSG00000002578	Ikzf4	zf-C2H2	ENSMUSP00000152617;ENSMUSP00000114404;ENSMUSP00000152234;	22781
ENSMUSG00000024695	Zfp91	zf-C2H2	ENSMUSP00000124424;ENSMUSP00000037971;	664779
ENSMUSG00000048410	Zfp407	zf-C2H2	ENSMUSP00000118361;ENSMUSP00000138633;	240476
ENSMUSG00000057982	Zfp809	zf-C2H2	ENSMUSP00000072286;ENSMUSP00000151180;	235047
ENSMUSG00000049321	Zfp2	zf-C2H2	ENSMUSP00000104757;ENSMUSP00000112079;ENSMUSP00000104756;	22678
ENSMUSG00000054967	Zfp647	zf-C2H2	ENSMUSP00000041575;ENSMUSP00000155685;	239546
ENSMUSG00000038151	Prdm1	zf-C2H2	ENSMUSP00000101129;ENSMUSP00000151237;ENSMUSP00000039248;	12142
ENSMUSG00000091764	Zfp964	zf-C2H2	ENSMUSP00000145354;ENSMUSP00000129822;	636741
ENSMUSG00000055150	Zfp78	zf-C2H2	ENSMUSP00000146578;ENSMUSP00000083503;ENSMUSP00000146592;ENSMUSP00000147228;ENSMUSP00000104199;ENSMUSP00000147154;	330463
ENSMUSG00000095339	Zscan4b	zf-C2H2	ENSMUSP00000148157;ENSMUSP00000127301;	665780
ENSMUSG00000078503	Zfp990	zf-C2H2	ENSMUSP00000101368;ENSMUSP00000101367;	101056073
ENSMUSG00000005698	Ctcf	zf-C2H2	ENSMUSP00000005841;	13018
ENSMUSG00000024922	Ovol1	zf-C2H2	ENSMUSP00000025861;	18426
ENSMUSG00000050064	Zfp697	zf-C2H2	ENSMUSP00000136417;ENSMUSP00000056979;	242109
ENSMUSG00000057691	Zfp746	zf-C2H2	ENSMUSP00000145506;ENSMUSP00000072868;	69228
ENSMUSG00000047603	Zfp235	zf-C2H2	ENSMUSP00000050803;	56525
ENSMUSG00000066007	Zfp600	zf-C2H2	ENSMUSP00000090425;ENSMUSP00000126879;	667666
ENSMUSG00000116005	LO018689.4	zf-C2H2	ENSMUSP00000154937;ENSMUSP00000155524;	-
ENSMUSG00000094786	Gm14403	zf-C2H2	ENSMUSP00000104575;	-
ENSMUSG00000023284	Zfp605	zf-C2H2	ENSMUSP00000108147;ENSMUSP00000083891;	675812
ENSMUSG00000041258	Zfp236	zf-C2H2	ENSMUSP00000138179;ENSMUSP00000138557;ENSMUSP00000138344;ENSMUSP00000130004;	329002
ENSMUSG00000036898	Zfp157	zf-C2H2	ENSMUSP00000083018;	72154
ENSMUSG00000071302	2610044O15Rik8	zf-C2H2	ENSMUSP00000140654;	72139
ENSMUSG00000079466	Prdm12	zf-C2H2	ENSMUSP00000109098;	381359
ENSMUSG00000062931	Zfp938	zf-C2H2	ENSMUSP00000047110;	237411
ENSMUSG00000052675	Zfp112	zf-C2H2	ENSMUSP00000113031;ENSMUSP00000005413;ENSMUSP00000150734;	57745
ENSMUSG00000033863	Klf9	zf-C2H2	ENSMUSP00000045639;	16601
ENSMUSG00000050954	Zfp169	zf-C2H2	ENSMUSP00000135414;ENSMUSP00000105737;	67911
ENSMUSG00000074832	2410141K09Rik	zf-C2H2	ENSMUSP00000134352;	76803
ENSMUSG00000037640	Zfp60	zf-C2H2	ENSMUSP00000132607;ENSMUSP00000036627;ENSMUSP00000103973;	22718
ENSMUSG00000054737	Zfp182	zf-C2H2	ENSMUSP00000110990;ENSMUSP00000045005;ENSMUSP00000110989;	319535
ENSMUSG00000049739	Zfp646	zf-C2H2	ENSMUSP00000115499;ENSMUSP00000145675;ENSMUSP00000052641;	233905
ENSMUSG00000055991	Zkscan5	zf-C2H2	ENSMUSP00000031601;ENSMUSP00000082814;	22757
ENSMUSG00000035456	Prdm8	zf-C2H2	ENSMUSP00000108583;ENSMUSP00000147333;	77630
ENSMUSG00000037279	Ovol2	zf-C2H2	ENSMUSP00000044026;ENSMUSP00000099460;	107586
ENSMUSG00000024220	Zfp523	zf-C2H2	ENSMUSP00000073226;ENSMUSP00000002318;ENSMUSP00000123127;	224656
ENSMUSG00000074282	Zfp94	zf-C2H2	ENSMUSP00000032673;ENSMUSP00000104075;	22756
ENSMUSG00000056592	Zfp658	zf-C2H2	ENSMUSP00000005597;ENSMUSP00000103606;	210104
ENSMUSG00000051351	Zfp46	zf-C2H2	ENSMUSP00000070216;ENSMUSP00000118495;	22704
ENSMUSG00000074283	Zfp109	zf-C2H2	ENSMUSP00000045498;ENSMUSP00000145925;ENSMUSP00000146043;	56869
ENSMUSG00000078875	Gm14419	zf-C2H2	ENSMUSP00000118666;	-
ENSMUSG00000026815	Gfi1b	zf-C2H2	ENSMUSP00000028156;ENSMUSP00000128052;	14582
ENSMUSG00000016503	Gtf3a	zf-C2H2	ENSMUSP00000119607;ENSMUSP00000115824;	66596
ENSMUSG00000072915	Gm12258	zf-C2H2	ENSMUSP00000117644;ENSMUSP00000091282;	108167848
ENSMUSG00000062861	Zfp28	zf-C2H2	ENSMUSP00000079812;	22690
ENSMUSG00000079509	Zfx	zf-C2H2	ENSMUSP00000109560;ENSMUSP00000109559;ENSMUSP00000085423;	22764
ENSMUSG00000078994	Zfp429	zf-C2H2	ENSMUSP00000105354;	72807
ENSMUSG00000078796	Zfp541	zf-C2H2	ENSMUSP00000104149;ENSMUSP00000148143;ENSMUSP00000147475;	666528
ENSMUSG00000091736	Yy2	zf-C2H2	ENSMUSP00000070112;	100073351
ENSMUSG00000003929	Zfp81	zf-C2H2	ENSMUSP00000050728;	224694
ENSMUSG00000070495	Ctcfl	zf-C2H2	ENSMUSP00000091845;ENSMUSP00000135932;	664799
ENSMUSG00000030380	Mzf1	zf-C2H2	ENSMUSP00000138271;ENSMUSP00000138387;	109889
ENSMUSG00000070709	Zfp974	zf-C2H2	ENSMUSP00000096238;	73430
ENSMUSG00000040167	Ikzf5	zf-C2H2	ENSMUSP00000123530;ENSMUSP00000035583;	67143
ENSMUSG00000031907	Zfp90	zf-C2H2	ENSMUSP00000034382;ENSMUSP00000148744;	22751
ENSMUSG00000049410	Zfp683	zf-C2H2	ENSMUSP00000101508;	-
ENSMUSG00000086147	Zfp989	zf-C2H2	ENSMUSP00000135720;	-
ENSMUSG00000042496	Prdm10	zf-C2H2	ENSMUSP00000149699;ENSMUSP00000074104;ENSMUSP00000149526;	382066
ENSMUSG00000090015	Gm15446	zf-C2H2	ENSMUSP00000108163;	100642166
ENSMUSG00000057396	Zfp759	zf-C2H2	ENSMUSP00000049650;	268670
ENSMUSG00000063383	Zfp947	zf-C2H2	ENSMUSP00000079137;	210853
ENSMUSG00000057093	Zfp607b	zf-C2H2	ENSMUSP00000075755;ENSMUSP00000112494;	112415
ENSMUSG00000059142	Zfp945	zf-C2H2	ENSMUSP00000124123;ENSMUSP00000086074;	240041
ENSMUSG00000046185	Zfp84	zf-C2H2	ENSMUSP00000032802;	74352
ENSMUSG00000041703	Zic5	zf-C2H2	ENSMUSP00000035754;	65100
ENSMUSG00000116458	AC153379	zf-C2H2	ENSMUSP00000155634;ENSMUSP00000155032;ENSMUSP00000155704;	-
ENSMUSG00000098905	Zfp953	zf-C2H2	ENSMUSP00000076700;	629016
ENSMUSG00000100235	Gm28557	zf-C2H2	ENSMUSP00000140296;	-
ENSMUSG00000037465	Klf10	zf-C2H2	ENSMUSP00000154702;ENSMUSP00000073690;ENSMUSP00000154265;	21847
ENSMUSG00000092416	Zfp141	zf-C2H2	ENSMUSP00000133899;	434178
ENSMUSG00000078865	Gm14406	zf-C2H2	ENSMUSP00000104573;	-
ENSMUSG00000055148	Klf2	zf-C2H2	ENSMUSP00000064823;	16598
ENSMUSG00000078881	Gm14434	zf-C2H2	ENSMUSP00000112478;	668039
ENSMUSG00000048921	Zfp689	zf-C2H2	ENSMUSP00000101906;ENSMUSP00000056610;	71131
ENSMUSG00000072294	Klf12	zf-C2H2	ENSMUSP00000153901;ENSMUSP00000094844;	16597
ENSMUSG00000074733	Zfp950	zf-C2H2	ENSMUSP00000146243;ENSMUSP00000145709;ENSMUSP00000145648;	414758
ENSMUSG00000047342	Zfp286	zf-C2H2	ENSMUSP00000055517;	192651
ENSMUSG00000056019	Zfp709	zf-C2H2	ENSMUSP00000140285;ENSMUSP00000034259;	236193
ENSMUSG00000094076	Gm4767	zf-C2H2	ENSMUSP00000097038;ENSMUSP00000139439;	210583
ENSMUSG00000020653	Klf11	zf-C2H2	ENSMUSP00000020982;	194655
ENSMUSG00000051977	Prdm9	zf-C2H2	ENSMUSP00000131871;	213389
ENSMUSG00000078502	Gm13212	zf-C2H2	ENSMUSP00000112918;ENSMUSP00000095402;ENSMUSP00000101365;	433801
ENSMUSG00000078894	2210418O10Rik	zf-C2H2	ENSMUSP00000118168;ENSMUSP00000096607;	100504263
ENSMUSG00000074158	Zfp976	zf-C2H2	ENSMUSP00000141023;ENSMUSP00000096105;	208111
ENSMUSG00000075595	Zfp652	zf-C2H2	ENSMUSP00000122280;ENSMUSP00000115393;ENSMUSP00000103345;ENSMUSP00000089153;	268469
ENSMUSG00000095936	Zscan4e	zf-C2H2	ENSMUSP00000147356;ENSMUSP00000147491;	-
ENSMUSG00000060284	Sp7	zf-C2H2	ENSMUSP00000077596;ENSMUSP00000154859;	170574
ENSMUSG00000115853	LO018689.1	zf-C2H2	ENSMUSP00000155600;ENSMUSP00000154833;	-
ENSMUSG00000022330	Osr2	zf-C2H2	ENSMUSP00000154286;ENSMUSP00000022952;	107587
ENSMUSG00000034538	Zfp418	zf-C2H2	ENSMUSP00000057159;	232854
ENSMUSG00000039410	Prdm16	zf-C2H2	ENSMUSP00000101262;ENSMUSP00000101261;ENSMUSP00000095365;ENSMUSP00000101263;ENSMUSP00000030902;ENSMUSP00000064546;	70673
ENSMUSG00000052751	Repin1	zf-C2H2	ENSMUSP00000121975;ENSMUSP00000009420;ENSMUSP00000113548;ENSMUSP00000118890;ENSMUSP00000132365;	58887
